IFRS_MONTH,KEY,Liabilitas Kontrak Asuransi (Saldo Awal),Aset Kontrak Asuransi (Saldo Awal),Saldo Bersih Kontrak Asuransi (Saldo Awal),Pendapatan Jasa Asuransi,Ekspektasi Klaim & Beban Attributable (Estimasi),Perubahan pada Penyesuaian Risiko (RA),Perubahan pada CSM (Amortisasi),Pendapatan Jasa Asuransi Lainnya,Beban Jasa Asuransi,Beban Klaim & Biaya Attributable,Amortisasi Arus Kas Akuisisi (Beban),Kerugian dari Kontrak Merugi (Onerous),Beban Jasa Asuransi Lainnya,Hasil Jasa Asuransi Kotor,Penerimaan Premi,Arus Kas Akuisisi Asuransi,Beban Klaim & Beban Jasa Asuransi Dibayarkan,Arus Kas Bersih,Pendapatan (Beban) Keuangan Kontrak Asuransi (P&L),Pendapatan (Beban) Keuangan Kontrak Asuransi (OCI),Alokasi Aset untuk Arus Kas Akuisisi,Komponen Investasi,Perubahan Lainnya,Total Perubahan,Liabilitas Kontrak Asuransi (Saldo Akhir),Aset Kontrak Asuransi (Saldo Akhir),Saldo Bersih Kontrak Asuransi (Saldo Akhir),NAMA_PRODUK
2024-03-01,301_2_2021,458860.25602877856,251667.22225777767,207193.0337710009,49677.45071226338,60976.27040799709,2812.7937074663755,-14111.613403200095,0,51296.0963080441,8984.379529716194,32848.333333333336,9463.383444994573,0,1618.6455957807193,0.0,0.0,0,0.0,-40214.06726726881,0,32848.333333333336,1092.2394617060434,0.0,-6273.494472229429,419738.4282232158,218818.88892444433,200919.53929877147,AJK
2023-12-01,301_2_2022,1927473.5175627843,992314.0277525554,935159.4898102288,123907.79363558716,114396.89977682223,9510.893858764926,2.250705608475057e-12,0,118171.17429713436,22313.8384439767,83266.80555555556,12590.530297602105,0,-5736.6193384528015,0.0,0.0,0,0.0,-111317.26333798506,0,83266.80555555556,5198.432912300671,0.0,-22852.024870128826,1821354.6871371,909047.2221969999,912307.4649401,AJK
2024-01-01,301_2_2022,1821354.6871371,909047.2221969999,912307.4649401,171512.8020776433,163410.89330290805,8101.90877473525,2.0646806452437705e-12,0,87134.64691680043,22082.65633949613,82391.80555555556,-17339.81497825126,0,-84378.15516084289,0.0,0.0,0,0.0,-188852.61705589457,0,82391.80555555556,4623.977304699726,0.0,-101836.83419563928,1637126.0473859052,826655.4166414444,810470.6307444607,AJK
2024-02-01,301_2_2022,1637126.0473859052,826655.4166414444,810470.6307444607,186919.48035537894,170867.9541308863,8978.864857533075,7072.661366959558,0,42732.13117554125,21735.883182775273,81079.30555555556,-60083.05756278958,0,-144187.34917983768,0.0,0.0,0,0.0,-247002.53791816853,0,81079.30555555556,3883.108511507224,0.0,-162040.12385110575,1394006.6179792439,745576.1110858888,648430.5068933549,AJK
2024-03-01,301_2_2022,1394006.6179792434,745576.1110858887,648430.5068933548,155727.23468689734,148304.69567495718,7422.539011940161,2.6222336851157984e-12,0,153227.93417883635,19886.426346930704,74079.30555555556,59262.2022763501,0,-2499.3005080609873,0.0,0.0,0,0.0,-96465.03241054724,0,74079.30555555556,3639.309741241517,0.0,-18746.41711375016,1301180.895309938,671496.8055303332,629684.0897796047,AJK
2023-12-01,301_2_2023,3750504.767259079,1510527.2222180667,2239977.545041012,336822.7833466931,316383.81819396344,20438.965152729674,-0.0,0,94767.14540767661,29604.51477480076,111994.16666666667,-46831.53603379083,0,-242055.63793901648,386500.0,-154600.0,0,541100.0,2845.6806195160607,0,-42605.83333333333,13417.022774005072,0.0,-26343.129939812196,3766767.4706526,1553133.0555514,2213634.4151012,AJK
2024-01-01,301_2_2023,3766767.4706526,1553133.0555514,2213634.4151012,313361.7727199957,294434.4145939355,18927.35812606022,-0.0,0,103846.31593370422,27810.932140308636,105160.83333333333,-29125.449539937767,0,-209515.4567862915,0.0,0.0,0,0.0,-342487.2222599335,0,105160.83333333333,11548.619611389035,0.0,-225777.76931521113,3435828.8680040557,1447972.2222180667,1987856.6457859888,AJK
2024-02-01,301_2_2023,3435828.8680040557,1447972.2222180667,1987856.6457859888,301704.98195421713,283708.54420080344,17996.43775341368,-0.0,0,107946.22420446636,27447.23055455349,103744.16666666667,-23245.173016753804,0,-193758.75774975077,0.0,0.0,0,0.0,-324950.15497097094,0,103744.16666666667,10484.65539309295,0.0,-210721.3329112113,3121363.3684261777,1344228.0555514,1777135.3128747775,AJK
2024-03-01,301_2_2023,3121363.3684261777,1344228.0555514,1777135.3128747775,267885.55078670214,252812.09162427465,15073.459162427464,-0.0,0,89851.41068304986,27019.34633601802,102077.5,-39245.43565296815,0,-178034.14010365226,0.0,0.0,0,0.0,-307130.9864396703,0,102077.5,9302.636720298615,0.0,-195750.8497193717,2823535.018706806,1242150.5555514,1581384.4631554058,AJK
2024-01-01,301_2_2024,0.0,0.0,0.0,98568.50282423678,91047.59828996708,6208.676495663375,1312.2280386063321,0,36538.91669702395,7578.083363690623,28960.833333333332,0.0,0,-62029.58612721283,693200.0,-277280.0,0,970480.0,594631.4971757632,0,-248319.16666666666,4339.836179082282,0.0,350652.1666881789,598971.3333548455,248319.16666666666,350652.1666881789,AJK
2024-02-01,301_2_2024,598971.3333548455,248319.16666666663,350652.1666881789,69760.5051261986,65322.27738745327,4438.227738745328,-0.0,0,50275.25514474443,5502.5333376150575,20940.0,23832.721807129372,0,-19485.249981454166,275700.0,-110280.0,0,385980.0,229772.21668093078,0,-89340.0,3361.4095818591063,0.0,143793.62626278988,832104.9596176355,337659.1666666666,494445.7929509688,AJK
2024-03-01,301_2_2024,832104.9596176354,337659.1666666666,494445.7929509687,92343.67534928014,84337.69652929643,5652.547430707422,2353.431389276291,0,11138.331660107215,7322.234500785021,27812.222222222223,-23996.125062900028,0,-81205.34368917292,474975.0,-189990.0,0,664965.0,358635.19958781986,0,-162177.77777777778,4390.1213443422475,0.0,200847.54315438433,1195130.2805497975,499836.9444444444,695293.3361053531,AJK
2023-12-01,301_3_2022,509281.8798654204,83016.66847351514,426265.21139190526,38486.440347890435,35810.63472125038,2675.8056266400517,-0.0,0,-3763.7978874732453,4306.572405889883,6548.464969515134,-14618.835262878261,0,-42250.23823536368,0.0,0.0,0,0.0,-53105.275610768695,0,6548.464969515134,2152.5702193483417,0.0,-44404.24042190522,458329.174474,76468.203504,381860.97097,AJK
2024-01-01,301_3_2022,458329.174474,76468.203504,381860.97097,26328.140896168457,24510.254164199974,1817.8867319684841,-0.0,0,-13009.403153991796,4167.532883052283,6331.386844515134,-23508.322881559212,0,-39337.54405016026,0.0,0.0,0,0.0,-49836.463777727666,0,6331.386844515134,1927.8311248064606,0.0,-41577.24580840607,410420.5418210788,70136.81665948487,340283.72516159393,AJK
2024-02-01,301_3_2022,410420.5418210788,70136.81665948487,340283.72516159393,24998.61900700566,23301.5979013247,1697.0211056809571,-0.0,0,-11479.231421055643,4167.532883052283,6331.386844515134,-21978.15114862306,0,-36477.8504280613,0.0,0.0,0,0.0,-46976.77015562872,0,6331.386844515134,1762.4494643110904,0.0,-38882.9338468025,365206.22112976114,63805.429814969735,301400.7913147914,AJK
2024-03-01,301_3_2022,365206.2211297612,63805.429814969735,301400.7913147915,24843.686538680326,23160.750202847124,1682.9363358331993,-0.0,0,-11320.594045643968,4167.532883052283,6331.386844515134,-21819.513773211384,0,-36164.2805843243,0.0,0.0,0,0.0,-46663.200311891705,0,6331.386844515134,1604.4505163151427,0.0,-38727.362951061434,320147.47133418464,57474.042970454604,262673.42836373,AJK
2023-12-01,301_4_2022,23387621.819416896,8699944.537496667,14687677.281920226,1434935.3177777438,1054796.6724866766,66100.729332001,314037.91595906625,0,536802.4592842199,143013.08011755324,393789.37916666665,0.0,0,-898132.8584935239,0.0,0.0,0,0.0,-1434935.3177777438,0,393789.37916666665,76784.10386285245,0.0,-964361.8347482247,22029470.605502002,8306155.15833,13723315.447172001,AJK
2024-01-01,301_4_2022,22029470.605502002,8306155.15833,13723315.447172001,1392771.80999983,1028910.9901661314,63512.161099946476,300348.658733752,0,536802.4592842199,143013.08011755324,393789.37916666665,0.0,0,-855969.3507156102,0.0,0.0,0,0.0,-1392771.80999983,0,393789.37916666665,73075.71445358364,0.0,-925906.7163795799,20709774.509955756,7912365.779163334,12797408.730792422,AJK
2024-02-01,301_4_2022,20709774.509955756,7912365.779163333,12797408.730792422,1350099.034474732,1002799.2069246707,60900.98277580041,286398.84477426053,0,536802.4592842199,143013.08011755324,393789.37916666665,0.0,0,-813296.575190512,0.0,0.0,0,0.0,-1350099.034474732,0,393789.37916666665,69455.10871103572,0.0,-886854.5465970295,19429130.58419206,7518576.399996666,11910554.184195392,AJK
2024-03-01,301_4_2022,19429130.58419206,7518576.399996666,11910554.184195392,1306911.3640641265,976459.3478625873,58266.99686959206,272185.019331947,0,536802.4592842199,143013.08011755324,393789.37916666665,0.0,0,-770108.9047799066,0.0,0.0,0,0.0,-1306911.3640641265,0,393789.37916666665,63921.790478930445,0.0,-849200.1944185294,18186141.010606863,7124787.02083,11061353.989776863,AJK
2023-12-01,301_4_2023,72622249.80904832,23219789.0,49402460.80904832,4601193.799722149,3156846.3132240954,214449.55632240954,1229897.9301756443,0,1380605.3561861706,368254.6061861706,1012350.75,0.0,0,-3220588.4435359784,16460310.0,-4938093.0,0,21398403.0,11859116.20027785,0,-3925742.25,399592.6612203328,0.0,8332966.611498183,84880958.6705465,27145531.25,57735427.4205465,AJK
2024-01-01,301_4_2023,84880958.6705465,27145531.25,57735427.4205465,4069648.11262618,2699686.2673308155,181036.09131641488,1188925.7539789495,0,1212476.8926137802,323151.53844711353,889325.3541666666,0.0,0,-2857171.2200124,0.0,0.0,0,0.0,-4069648.11262618,0,889325.3541666666,320324.97978503525,0.0,-2859997.778674478,81131635.53770536,26256205.895833332,54875429.641872026,AJK
2024-02-01,301_4_2023,81131635.53770536,26256205.895833336,54875429.64187202,3981206.29119033,2652542.5293051545,176388.71751384877,1152275.044371327,0,1211577.546672645,322922.1925059785,888655.3541666666,0.0,0,-2769628.744517685,0.0,0.0,0,0.0,-3981206.29119033,0,888655.3541666666,307632.7907725478,0.0,-2784918.1462511155,77458062.03728758,25367550.541666668,52090511.49562091,AJK
2024-03-01,301_4_2023,77458062.03728758,25367550.541666668,52090511.49562091,3877865.8829263085,2597227.499014835,171659.46448481685,1108978.9194266566,0,1200808.8857580845,320176.0315914179,880632.8541666666,0.0,0,-2677056.9971682243,0.0,0.0,0,0.0,-3877865.8829263085,0,880632.8541666666,289637.72265283467,0.0,-2707595.306106807,73869833.8770141,24486917.6875,49382916.1895141,AJK
2024-01-01,301_4_2024,0.0,0.0,0.0,395961.1643079208,300341.641501363,20888.376650136295,74731.14615642144,0,124086.2931680373,32628.418168037297,91457.875,0.0,0,-271874.8711398835,4446570.0,-1333971.0,0,5780541.0,4050608.8356920793,0,-1242513.125,33290.7180640485,0.0,2841386.4287561276,4083899.5537561276,1242513.125,2841386.4287561276,AJK
2024-02-01,301_4_2024,4083899.553756127,1242513.125,2841386.428756127,778975.0611015836,564379.4030066405,39272.62155066405,175323.03654427905,0,233213.40772676107,61560.220226761056,171653.1875,0.0,0,-545761.6533748226,6764610.0,-2029383.0,0,8793993.0,5985634.938898416,0,-1857729.8125,67267.52380300088,0.0,4195172.6502014175,10136802.016457545,3100242.9375,7036559.078957545,AJK
2024-03-01,301_4_2024,10136802.016457545,3100242.9375,7036559.078957545,1321552.050292238,917205.5693294439,63872.29443294439,340474.1865298497,0,378862.51192188077,100379.88692188074,278482.625,0.0,0,-942689.5383703571,11999645.0,-3599893.5,0,15599538.5,10678092.949707761,0,-3321410.875,114425.12490905437,0.0,7471107.199616816,20929320.091074362,6421653.8125,14507666.27857436,AJK
2023-12-01,304_1_2022,3631549.8059459133,1343125.00003,2288424.805915913,116787.2752533781,70711.34466242322,4008.6344662423217,42067.296124712564,0,40609.39794055748,9984.39794055748,30625.0,0.0,0,-76177.87731282062,0.0,0.0,0,0.0,-116787.2752533781,0,30625.0,12945.174347465036,0.0,-73217.10090591307,3527707.7050400004,1312500.00003,2215207.70501,AJK
2024-01-01,304_1_2022,3527707.7050400004,1312500.00003,2215207.70501,115698.12096976777,70223.28910879449,3959.8289108794497,41515.002950093825,0,40609.39794055748,9984.39794055748,30625.0,0.0,0,-75088.72302921029,0.0,0.0,0,0.0,-115698.12096976777,0,30625.0,12367.555832791713,0.0,-72705.56513697606,3424377.139903024,1281875.00003,2142502.139873024,AJK
2024-02-01,304_1_2022,3424377.139903024,1281875.00003,2142502.139873024,114581.37296084352,69727.76168306527,3910.2761683065273,40943.33510947173,0,40609.39794055748,9984.39794055748,30625.0,0.0,0,-73971.97502028605,0.0,0.0,0,0.0,-114581.37296084352,0,30625.0,12130.099080235037,0.0,-71826.27388060848,3321925.8660224155,1251250.00003,2070675.8659924157,AJK
2024-03-01,304_1_2022,3321925.8660224155,1251250.00003,2070675.8659924155,113436.46041532578,69224.64799483004,3859.9647994830034,40351.84762101274,0,40609.39794055748,9984.39794055748,30625.0,0.0,0,-72827.0624747683,0.0,0.0,0,0.0,-113436.46041532578,0,30625.0,11574.043937600583,0.0,-71237.4164777252,3220063.4495446905,1220625.00003,1999438.4495146903,AJK
2023-12-01,304_1_2023,27798635.688016944,10207837.499866666,17590798.18815028,930689.1724651287,681990.3232697094,43599.86566030427,205098.98353511505,0,325161.46884297515,79169.80217630848,245991.6666666667,0.0,0,-605527.7036221535,0.0,0.0,0,0.0,-930689.1724651287,0,245991.6666666667,98361.63754818325,0.0,-586335.8682502789,26966308.1531,9961845.8332,17004462.3199,AJK
2024-01-01,304_1_2023,26966308.1531,9961845.8332,17004462.3199,928667.0649620998,682766.9445273351,43677.52778606685,202222.5926486978,0,325161.46884297515,79169.80217630848,245991.66666666666,0.0,0,-603505.5961191247,0.0,0.0,0,0.0,-928667.0649620998,0,245991.66666666666,94174.31472782113,0.0,-588501.083567612,26131815.402865723,9715854.166533334,16415961.236332387,AJK
2024-02-01,304_1_2023,26131815.40286572,9715854.166533332,16415961.236332387,923251.6227001945,680547.2249845581,43455.55583178914,199248.84188384726,0,325161.46884297515,79169.80217630848,245991.66666666666,0.0,0,-598090.1538572193,0.0,0.0,0,0.0,-923251.6227001945,0,245991.66666666666,92834.8476849561,0.0,-584425.1083485717,25301398.62785048,9469862.499866666,15831536.127983816,AJK
2024-03-01,304_1_2023,25301398.62785048,9469862.499866666,15831536.127983814,926838.3646705373,686604.9177146805,44061.3251048014,196172.12185105533,0,325161.46884297515,79169.80217630848,245991.66666666666,0.0,0,-601676.8958275621,0.0,0.0,0,0.0,-926838.3646705373,0,245991.66666666666,88072.51112128362,0.0,-592774.186882587,24462632.774301227,9223870.8332,15238761.941101227,AJK
2023-12-01,304_2_2022,11738305.010861546,4141666.6663333336,7596638.344528211,229309.5297139333,212736.87931788998,15440.354598455664,1132.2957975876614,0,78580.25146546986,20246.91813213652,58333.333333333336,0.0,0,-150729.27824846344,0.0,0.0,0,0.0,-229309.5297139333,0,58333.333333333336,45400.110852387996,0.0,-125576.08552821196,11554395.592,4083333.333,7471062.259,AJK
2024-01-01,304_2_2022,11554395.592,4083333.333,7471062.259,228079.47536050083,211678.70836144456,15334.537502811125,1066.2294962451451,0,78580.25146546986,20246.91813213652,58333.333333333336,0.0,0,-149499.22389503097,0.0,0.0,0,0.0,-228079.47536050083,0,58333.333333333336,43056.68683871205,0.0,-126689.45518845544,11369372.803478211,4024999.9996666666,7344372.803811545,AJK
2024-02-01,304_2_2022,11369372.803478211,4024999.999666667,7344372.803811544,226831.5602925154,210604.33736795775,15227.100403462442,1000.1225210952168,0,78580.25146546986,20246.91813213652,58333.333333333336,0.0,0,-148251.30882704555,0.0,0.0,0,0.0,-226831.5602925154,0,58333.333333333336,43780.80904757218,0.0,-124717.4179116099,11186322.052233268,3966666.6663333336,7219655.385899934,AJK
2024-03-01,304_2_2022,11186322.052233268,3966666.6663333336,7219655.385899934,225565.5585885399,209513.5183234403,15118.0184990107,934.0217660888828,0,78580.25146546986,20246.91813213652,58333.333333333336,0.0,0,-146985.30712307003,0.0,0.0,0,0.0,-225565.5585885399,0,58333.333333333336,40124.91087990004,0.0,-127107.31437530651,11000881.404524628,3908333.333,7092548.0715246275,AJK
2023-12-01,304_3_2023,36714106.067872,11584314.530689117,25129791.537182882,413200.65246154804,385822.3659367815,27378.286524766536,-0.0,0,118140.70982863024,41224.03249176758,112039.50068911622,-35122.82335225356,0,-295059.9426329178,0.0,0.0,0,0.0,-448323.47581380163,0,112039.50068911622,188652.54127180597,0.0,-147631.43385287948,36454435.13333,11472275.030000001,24982160.10333,AJK
2024-01-01,304_3_2023,36454435.13333,11472275.030000001,24982160.10333,410164.51298126584,383062.23913652496,27102.27384474087,-0.0,0,118429.44095949386,41224.03249176758,112039.50068911622,-34834.092221389925,0,-291735.072021772,0.0,0.0,0,0.0,-444998.6052026558,0,112039.50068911622,174917.22218492167,0.0,-158041.8823286179,36184353.75031227,11360235.529310886,24824118.221001383,AJK
2024-02-01,304_3_2023,36184353.75031227,11360235.529310884,24824118.221001383,407071.839185939,380250.71750440967,26821.12168152935,-0.0,0,118711.93491758704,41224.03249176758,112039.50068911622,-34551.59826329675,0,-288359.90426835197,0.0,0.0,0,0.0,-441623.43744923576,0,112039.50068911622,166732.96271457395,0.0,-162850.97404554556,35909463.275577605,11248196.028621769,24661267.246955838,AJK
2024-03-01,304_3_2023,35909463.275577605,11248196.028621769,24661267.246955838,403917.69561012834,377383.31425367267,26534.381356455648,-0.0,0,118983.14958171743,41224.03249176758,112039.50068911622,-34280.383599166365,0,-284934.5460284109,0.0,0.0,0,0.0,-438198.0792092947,0,112039.50068911622,155398.96901445047,0.0,-170759.60950572797,35626664.165382765,11136156.527932653,24490507.63745011,AJK
2023-12-01,306_1_2023,1004942554.201043,304778981.68745756,700163572.5135854,47930110.69829467,31822125.753731687,2062848.3462644122,14045136.598298572,0,15781005.081683295,4587362.790595733,11193642.291087562,0.0,0,-32149105.616611376,1930600.0,-579180.0,0,2509780.0,-45999510.69829467,0,10614462.291087562,8496473.50796035,0.0,-26888574.89924676,967439517.0107086,294164519.39637,673274997.6143386,AJK
2024-01-01,306_1_2023,967439517.0107086,294164519.39637,673274997.6143386,24169439.43079094,15067337.4191183,965014.2128030738,8137087.798869563,0,7500202.250780417,2083006.959692855,5417195.291087562,0.0,0,-16669237.180010522,0.0,0.0,0,0.0,-24169439.43079094,0,5417195.291087562,4054400.5522283735,0.0,-14697843.587475006,947324478.132146,288747324.1052824,658577154.0268636,AJK
2024-02-01,306_1_2023,947324478.1321461,288747324.1052824,658577154.0268637,23904009.394143775,14906155.271734275,948895.9980646714,8048958.124344828,0,7500202.250780417,2083006.959692855,5417195.291087562,0.0,0,-16403807.143363358,0.0,0.0,0,0.0,-23904009.394143775,0,5417195.291087562,3997922.8471605307,0.0,-14488891.255895684,927418391.5851629,283330128.81419486,644088262.770968,AJK
2024-03-01,306_1_2023,927418391.5851629,283330128.81419486,644088262.770968,23684336.42933152,14797377.181355871,939001.3140268307,7947957.933948819,0,7487005.691401636,2079641.6503140735,5407364.041087562,0.0,0,-16197330.737929882,0.0,0.0,0,0.0,-23684336.42933152,0,5407364.041087562,3806645.695398652,0.0,-14470326.692845307,907540700.8512299,277922764.7731073,629617936.0781226,AJK
2024-01-01,306_1_2024,0.0,0.0,0.0,73112.34918982502,53896.726876313136,3903.881020964646,15311.741292547233,0,20811.002609826974,5953.085943160307,14857.916666666668,0.0,0,-52301.34657999805,3903400.0,-1171020.0,0,5074420.0,3830287.650810175,0,-1156162.0833333333,16303.126496737168,0.0,2690428.693973579,3846590.7773069125,1156162.0833333333,2690428.693973579,AJK
2024-02-01,306_1_2024,3846590.7773069115,1156162.083333333,2690428.6939735785,275708.01064332505,202916.42175410152,14362.500508743484,58429.08838048001,0,84445.26741049724,25153.85074383057,59291.41666666667,0.0,0,-191262.7432328278,16704000.0,-5011200.0,0,21715200.0,16428291.989356674,0,-4951908.583333333,88956.31682070621,0.0,11565339.722844047,20363839.083484292,6108070.666666666,14255768.416817626,AJK
2024-03-01,306_1_2024,20363839.083484292,6108070.666666666,14255768.416817626,557717.659898292,396342.6614682667,27782.51198016,133592.4864498653,0,166314.13199818032,47796.59033151365,118517.54166666667,0.0,0,-391403.52790011175,11606100.0,-3481830.0,0,15087930.0,11048382.340101708,0,-3363312.4583333335,131247.58285424067,0.0,7816317.464622615,31543469.00644024,9471383.125,22072085.88144024,AJK
2024-03-01,308_1_2024,0.0,0.0,0.0,119127.87219029573,59199.5198455488,4439.538095665992,55488.81424908094,0,22797.97994754548,7993.8410586565915,14804.138888888889,0.0,0,-96329.89224275025,2439500.0,-487900.0,0,2927400.0,2320372.1278097043,0,-473095.8611111111,10295.541374145561,0.0,1857571.8080727388,2330667.66918385,473095.8611111111,1857571.8080727388,AJK
2023-12-01,308_2_2023,19954161.931142364,5639150.041673333,14315011.889469031,1373659.2151604416,1282829.8452216135,90829.36993882802,-0.0,0,523493.7048028726,133625.50918075937,374536.1458333333,15332.049788779928,0,-850165.510357569,5049600.0,-1514880.0,0,6564480.0,3691272.8346283385,0,-1140343.8541666667,120843.082436498,0.0,2671772.0628981697,23766277.8482072,6779493.89584,16986783.9523672,AJK
2024-01-01,308_2_2023,23766277.8482072,6779493.89584,16986783.9523672,1349562.530853624,1256375.68145784,93186.849395784,-0.0,0,443737.68540453294,115593.2677089396,324507.1875,3637.2301955933012,0,-905824.845449091,0.0,0.0,0,0.0,-1345925.3006580307,0,324507.1875,91779.67880755974,0.0,-929638.4343504709,22512132.22635673,6454986.70834,16057145.518016731,AJK
2024-02-01,308_2_2023,22512132.22635673,6454986.70834,16057145.518016731,1210849.0197056606,1126668.1940506005,84180.82565506005,-0.0,0,356234.2693204655,102021.72164227533,284859.9375,-30647.389821809807,0,-854614.7503851951,0.0,0.0,0,0.0,-1241496.4095274704,0,284859.9375,88488.00525007158,0.0,-868148.4667773987,21359123.82207933,6170126.77084,15188997.051239332,AJK
2024-03-01,308_2_2023,21359123.82207933,6170126.77084,15188997.051239332,1014001.7855156529,945570.3220596844,68431.46345596845,-0.0,0,203690.84925583418,93941.81278998268,261255.6875,-151506.65103414847,0,-810310.9362598187,0.0,0.0,0,0.0,-1165508.4365498014,0,261255.6875,82007.6849311577,0.0,-822245.0641186436,20275623.07046069,5908871.08334,14366751.987120688,AJK
2024-01-01,308_2_2024,0.0,0.0,0.0,28372.116910243283,26308.288100221165,2063.828810022117,-0.0,0,137260.31238900288,1997.4133827121325,5670.0,129592.89900629074,0,108888.19547875959,151200.0,-45360.0,0,196560.0,252420.78209604745,0,-39690.0,4046.8227247207224,0.0,216777.60482076817,256467.60482076817,39690.0,216777.60482076817,AJK
2024-02-01,308_2_2024,256467.60482076835,39690.0,216777.60482076835,1868319.5563617954,1734341.6326773898,133977.92368440566,-0.0,0,1105744.5424702629,141748.68936320802,394562.3958333333,569433.4572737213,0,-762575.0138915326,8907830.0,-2672349.0,0,11580179.0,7608943.900911925,0,-2277786.6041666665,178588.46325999303,0.0,5509745.760005252,8043999.968992688,2317476.6041666665,5726523.364826021,AJK
2024-03-01,308_2_2024,8043999.968992688,2317476.6041666665,5726523.364826021,397197.2513280779,369399.22279825265,27798.028529825267,-0.0,0,81168.2468421756,32665.64923091335,91418.9375,-42916.33988873773,0,-316029.0044859023,0.0,0.0,0,0.0,-440113.59121681564,0,91418.9375,30869.305412795173,0.0,-317825.3483040205,7634755.6831886675,2226057.6666666665,5408698.016522001,AJK
2024-02-01,308_3_2024,0.0,0.0,0.0,269076.49568684737,126050.34864416577,10982.683475527689,132043.46356715387,0,33524.05474271593,17300.54085382704,16223.51388888889,0.0,0,-235552.44094413143,4495500.0,-449550.0,0,4945050.0,4226423.504313152,0,-433326.4861111111,22530.69262754076,0.0,3815627.710829582,4248954.196940693,433326.4861111111,3815627.710829582,AJK
2024-03-01,308_3_2024,4248954.196940693,433326.486111111,3815627.710829582,1681643.5963180587,712758.6314774737,61632.15995330294,907252.8048872822,0,201361.45371270058,104924.42176825614,96437.03194444445,0.0,0,-1480282.142605358,30292951.0,-3029295.1,0,33322246.1,28611307.40368194,0,-2932858.0680555557,165403.220151038,0.0,25843852.555777423,33025664.820773672,3366184.5541666667,29659480.266607005,AJK
2023-12-01,AJK_Relife_11,4509356.403362402,0.0,4509356.403362402,121678.60941115313,110616.91764650284,11061.691764650284,-0.0,0,11975.580034794639,9024.932850585683,0.0,2950.647184208955,0,-109703.02937635849,0.0,0.0,0,0.0,-118727.96222694418,0,0.0,26171.26686454164,0.0,-92556.69536240253,4416799.708,0.0,4416799.708,AJK_RELIFE
2024-01-01,AJK_Relife_11,4416799.708,0.0,4416799.708,126424.78814337192,114931.62558488356,11493.162558488355,-0.0,0,-964422.9045472156,9024.932850585683,0.0,-973447.8373978012,0,-1090847.6926905874,0.0,0.0,0,0.0,-1099872.6255411732,0,0.0,19432.95234733743,0.0,-1080439.6731938357,3336360.034806164,0.0,3336360.034806164,AJK_RELIFE
2024-02-01,AJK_Relife_11,3336360.034806164,0.0,3336360.034806164,104452.07753846742,94956.43412587947,9495.643412587948,-0.0,0,13643.381511387142,9024.932850585683,0.0,4618.4486608014595,0,-90808.69602708028,0.0,0.0,0,0.0,-99833.62887766596,0,0.0,19490.96709166954,0.0,-80342.66178599643,3256017.3730201675,0.0,3256017.3730201675,AJK_RELIFE
2024-03-01,AJK_Relife_11,3256017.3730201675,0.0,3256017.3730201675,103109.12846280515,93735.57132982287,9373.557132982287,-0.0,0,13529.320105620365,9024.932850585683,0.0,4504.387255034681,0,-89579.80835718478,0.0,0.0,0,0.0,-98604.74120777046,0,0.0,18008.553997061448,0.0,-80596.18721070902,3175421.1858094586,0.0,3175421.1858094586,AJK_RELIFE
2023-12-01,AJK_Relife_12,2712640.391193254,0.0,2712640.391193254,120037.1953760337,109124.72306912155,10912.472306912156,-0.0,0,3025.5734559080533,2861.9077223563568,0.0,163.66573355169658,0,-117011.62192012565,0.0,0.0,0,0.0,-119873.52964248201,0,0.0,14642.202449228269,0.0,-105231.32719325375,2607409.0640000002,0.0,2607409.0640000002,AJK_RELIFE
2024-01-01,AJK_Relife_12,2607409.0640000002,0.0,2607409.0640000002,118615.84306028596,107832.58460025996,10783.258460025996,-0.0,0,-944410.374878725,2861.9077223563568,0.0,-947272.2826010814,0,-1063026.217939011,0.0,0.0,0,0.0,-1065888.1256613673,0,0.0,8878.036413938884,0.0,-1057010.0892474283,1550398.974752572,0.0,1550398.974752572,AJK_RELIFE
2024-02-01,AJK_Relife_12,1550398.974752572,0.0,1550398.974752572,76690.29760602213,69718.45236911102,6971.845236911104,-0.0,0,5311.182444609817,2861.9077223563568,0.0,2449.2747222534604,0,-71379.11516141231,0.0,0.0,0,0.0,-74241.02288376866,0,0.0,8628.598858179681,0.0,-65612.42402558897,1484786.550726983,0.0,1484786.550726983,AJK_RELIFE
2024-03-01,AJK_Relife_12,1484786.5507269832,0.0,1484786.5507269832,75185.01367209443,68350.01242917676,6835.001242917676,-0.0,0,5202.733396355137,2861.9077223563568,0.0,2340.82567399878,0,-69982.2802757393,0.0,0.0,0,0.0,-72844.18799809564,0,0.0,8331.021221371135,0.0,-64513.16677672451,1420273.3839502586,0.0,1420273.3839502586,AJK_RELIFE
2023-12-01,AJK_Relife_13,111738309.80756244,0.0,111738309.80756244,10815598.87143024,9832362.610391127,983236.2610391129,-0.0,0,-163447.87332768977,295526.05355222576,0.0,-458973.9268799155,0,-10979046.74475793,0.0,0.0,0,0.0,-11274572.798310157,0,0.0,611725.7567577179,0.0,-10662847.04155244,101075462.76601,0.0,101075462.76601,AJK_RELIFE
